eventCode,matchLevel,matchNumber,match_key,robot,teamNumber,autoStartingLocation,taxi,autoUpper,autoLower,autoPickedUpCargo,upper,lower,wasDefended,wallbot,pickupLoc,shootingLocations,climb,climbBeforeEndgame,defenseRating,heldCargo,speedRating,diedOrTipped,comments,autoCargo,autoScore,teleopCargo,teleopScore,totalCargo,taxiScore,autoUpperScore,autoLowerScore,upperScore,lowerScore,climbScore,endgameScore,totalScore,climbLevel,wasDefendedMetric,diedMetric,heldCargoMetric
2022ilch,qm,19,2022ilch_qm19,b2,2338,42,Y,5,0,Y,8,0,N,N,g,,4,Y,x,N,4,N,,5,20,8,16,13,2,20,0,16,0,15,15,53,4,0,0,0
2022ilch,qm,20,2022ilch_qm20,r1,3352,31,Y,1,0,N,0,4,N,Y,g,"[43,43,31]",2,N,x,N,2,N,slow,1,4,4,4,5,2,4,0,0,4,6,6,16,2,0,0,0
2022ilch,qm,20,2022ilch_qm20,r2,7560,44,Y,0,0,N,0,0,N,N,x,,2,N,x,N,1,N,,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,20,2022ilch_qm20,b3,3110,55,Y,0,0,N,0,0,Y,N,x,,x,N,b,N,4,N,Shooter did not seem to work ,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2022ilch,qm,20,2022ilch_qm20,b1,677,29,Y,0,0,Y,1,0,Y,N,x,"[50,50,52,53,42]",x,N,x,N,3,N,,0,0,1,2,1,2,0,0,2,0,0,0,4,0,1,0,0
2022ilch,qm,20,2022ilch_qm20,r3,8802,29,Y,0,0,N,0,0,Y,N,x,,1,N,g,N,4,N,Good defense. ,0,0,0,0,0,2,0,0,0,0,4,4,6,1,1,0,0
2022ilch,qm,20,2022ilch_qm20,b2,8029,41,Y,0,0,N,1,0,N,N,g,,2,N,x,N,3,N,,0,0,1,2,1,2,0,0,2,0,6,6,10,2,0,0,0
2022ilch,qm,11,2022ilch_qm11,b1,111,19,N,5,0,Y,18,0,N,N,g,"[44,57,58,22,57,21,7,28,33,34]",4,N,x,N,5,N,Not defended ,5,20,18,36,23,0,20,0,36,0,15,15,71,4,0,0,0
2022ilch,qm,21,2022ilch_qm21,r1,4787,32,Y,0,0,N,0,0,N,N,x,,x,N,a,N,3,N,almost tipped multiple times,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,21,2022ilch_qm21,b3,4292,42,Y,0,0,N,0,0,Y,N,b,[44],x,N,a,N,3,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2022ilch,qm,21,2022ilch_qm21,r3,111,54,Y,4,0,Y,0,0,Y,N,g,,a,N,e,N,5,N,Insane defense. ,4,16,0,0,4,2,16,0,0,0,0,0,18,0,1,0,0
2022ilch,qm,21,2022ilch_qm21,r2,48,43,Y,0,0,N,6,0,Y,N,g,"[45,66,66,6,7,7,57]",3,N,x,N,3,N,Ran into walls alot,0,0,6,12,6,2,0,0,12,0,10,10,24,3,1,0,0
2022ilch,qm,21,2022ilch_qm21,b2,5125,30,Y,0,2,N,0,5,N,Y,x,,2,N,x,N,3,N,,2,4,5,5,7,2,0,4,0,5,6,6,17,2,0,0,0
2022ilch,qm,21,2022ilch_qm21,b1,2022,54,Y,0,0,N,0,0,Y,N,g,,4,N,a,N,3,N,Kept wildstan's attention for the whole match,0,0,0,0,0,2,0,0,0,0,15,15,17,4,1,0,0
2022ilch,qm,22,2022ilch_qm22,r1,101,56,Y,0,0,N,0,0,N,N,x,,x,N,b,N,2,Y,auto messes them up for the rest of the game,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,22,2022ilch_qm22,r2,4702,32,Y,0,0,N,0,0,N,N,g,,x,N,b,Y,2,N,Very tippy,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1
2022ilch,qm,22,2022ilch_qm22,b1,8096,29,Y,0,0,Y,3,0,N,Y,g,"[31,30,44,43]",2,N,x,N,3,N,,0,0,3,6,3,2,0,0,6,0,6,6,14,2,0,0,0
2022ilch,qm,22,2022ilch_qm22,b2,4645,41,N,0,0,N,0,1,N,N,g,,x,N,x,N,3,N,Missed all but one shot,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2022ilch,qm,22,2022ilch_qm22,b3,2151,54,Y,0,0,N,0,0,Y,N,b,[42],x,N,b,N,2,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2022ilch,qm,22,2022ilch_qm22,r3,2220,54,Y,2,0,Y,1,0,Y,N,g,"[53,39,28]",2,Y,x,N,4,N,Not very accurate. Usually much better,2,8,1,2,3,2,8,0,2,0,6,6,18,2,1,0,0
2022ilch,qm,23,2022ilch_qm23,b1,112,55,Y,0,0,N,9,0,N,N,g,,3,N,x,N,4,N,,0,0,9,18,9,2,0,0,18,0,10,10,30,3,0,0,0
2022ilch,qm,23,2022ilch_qm23,r1,5934,44,Y,0,0,N,0,0,N,N,x,,4,N,a,N,3,N,unstable ,0,0,0,0,0,2,0,0,0,0,15,15,17,4,0,0,0
2022ilch,qm,23,2022ilch_qm23,b2,4145,29,Y,0,0,Y,1,0,N,N,g,,x,N,x,N,3,N,Problems from intake to shooter,0,0,1,2,1,2,0,0,2,0,0,0,4,0,0,0,0
2022ilch,qm,23,2022ilch_qm23,r3,1625,54,Y,2,0,Y,7,0,Y,N,g,"[53,40,55,21,19]",3,N,a,N,4,N,Was missing most shots,2,8,7,14,9,2,8,0,14,0,10,10,34,3,1,0,0
2022ilch,qm,23,2022ilch_qm23,r2,3734,44,Y,0,0,N,5,0,N,N,g,"[45,45,45,45,44,44,32,32,21]",x,N,x,N,2,N,,0,0,5,10,5,2,0,0,10,0,0,0,12,0,0,0,0
2022ilch,qm,23,2022ilch_qm23,b3,2358,55,Y,1,0,N,11,1,N,N,b,"[45,40,29,52,52,16,51,54]",3,N,g,N,3,N,,1,4,12,23,13,2,4,0,22,1,10,10,39,3,0,0,0
2022ilch,qm,24,2022ilch_qm24,b1,3488,30,Y,2,0,Y,1,0,N,Y,g,,2,N,x,N,3,N,,2,8,1,2,3,2,8,0,2,0,6,6,18,2,0,0,0
2022ilch,qm,24,2022ilch_qm24,b2,4241,42,Y,1,0,N,1,1,N,N,x,,4,Y,x,N,3,N,,1,4,2,3,3,2,4,0,2,1,15,15,24,4,0,0,0
2022ilch,qm,24,2022ilch_qm24,r1,1732,19,Y,3,0,Y,18,0,N,N,g,"[19,19,44,28,20,19,44,66,54,33]",x,N,x,N,5,N,shooter buffered for two balls,3,12,18,36,21,2,12,0,36,0,0,0,50,0,0,0,0
2022ilch,qm,24,2022ilch_qm24,r3,3067,29,Y,1,0,Y,0,2,N,N,g,[55],2,N,x,N,1,N,Slow and ineffective ,1,4,2,2,3,2,4,0,0,2,6,6,14,2,0,0,0
2022ilch,qm,25,2022ilch_qm25,b1,3110,41,Y,0,0,N,0,0,N,N,x,,x,N,b,N,1,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,25,2022ilch_qm25,b2,3695,17,Y,1,0,Y,4,0,N,N,g,,3,Y,x,N,3,N,,1,4,4,8,5,2,4,0,8,0,10,10,24,3,0,0,0
2022ilch,qm,25,2022ilch_qm25,r2,6651,44,Y,0,0,N,2,0,N,N,x,"[6,46]",x,N,b,N,2,N,,0,0,2,4,2,2,0,0,4,0,0,0,6,0,0,0,0
2022ilch,qm,25,2022ilch_qm25,r1,4096,44,Y,2,0,Y,2,1,Y,N,b,"[53,53,43,44,44,22,19]",2,N,a,N,4,N,shooter not accurate,2,8,3,5,5,2,8,0,4,1,6,6,21,2,1,0,0
2022ilch,qm,25,2022ilch_qm25,r3,2338,54,Y,3,0,Y,12,0,N,N,g,"[40,16,53,51,55,56,57]",4,N,x,N,4,N,Great shooter. Fast and accurate ,3,12,12,24,15,2,12,0,24,0,15,15,53,4,0,0,0
2022ilch,qm,25,2022ilch_qm25,b3,8122,55,N,1,0,N,4,0,N,N,b,"[19,40,52,39]",a,N,g,N,3,N,,1,4,4,8,5,0,4,0,8,0,0,0,12,0,0,0,0
2022ilch,qm,26,2022ilch_qm26,b1,8029,41,Y,1,0,N,0,0,N,N,x,,2,Y,x,N,3,N,Just hung at the start mid bar,1,4,0,0,1,2,4,0,0,0,6,6,12,2,0,0,0
2022ilch,qm,26,2022ilch_qm26,b1,8029,29,Y,0,0,N,1,0,N,N,g,"[27,28]",2,Y,x,N,2,N,,0,0,1,2,1,2,0,0,2,0,6,6,10,2,0,0,0
2022ilch,qm,26,2022ilch_qm26,r2,7237,42,Y,0,1,N,0,6,N,N,g,[30],a,N,x,N,3,N,,1,2,6,6,7,2,0,2,0,6,0,0,10,0,0,0,0
2022ilch,qm,26,2022ilch_qm26,r1,677,44,Y,1,0,Y,0,3,N,N,g,"[56,42,42,42]",x,N,x,N,3,N,intake kinda unreliable,1,4,3,3,4,2,4,0,0,3,0,0,9,0,0,0,0
2022ilch,qm,26,2022ilch_qm26,r3,4292,42,Y,0,0,N,0,0,N,Y,g,[42],a,N,x,N,2,N,Very slow.,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,26,2022ilch_qm26,b3,2062,17,Y,0,0,N,5,0,N,N,b,"[29,29,6,18,7,18]",a,N,a,N,3,N,,0,0,5,10,5,2,0,0,10,0,0,0,12,0,0,0,0
2022ilch,qm,27,2022ilch_qm27,b1,3352,29,Y,0,1,N,0,2,N,Y,x,,2,N,x,N,2,N,,1,2,2,2,3,2,0,2,0,2,6,6,12,2,0,0,0
2022ilch,qm,27,2022ilch_qm27,b3,2151,67,Y,0,0,N,0,0,N,N,x,[67],x,N,b,N,2,N,Seemed to be unfunctionable towards the end ,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,27,2022ilch_qm27,r1,3061,19,Y,4,0,Y,8,1,N,N,g,"[19,32,33,17,29,57,46]",4,Y,x,N,5,N,got a penalty bc held 3 balls,4,16,9,17,13,2,16,0,16,1,15,15,50,4,0,0,0
2022ilch,qm,27,2022ilch_qm27,b2,101,29,Y,0,0,N,0,0,N,N,x,,x,N,a,N,3,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,27,2022ilch_qm27,r2,111,29,Y,2,0,N,20,0,Y,N,g,"[17,15,53,40]",4,N,x,N,5,N,,2,8,20,40,22,2,8,0,40,0,15,15,65,4,1,0,0
2022ilch,qm,27,2022ilch_qm27,r3,8868,29,Y,0,0,N,0,0,Y,N,x,,x,N,e,N,4,N,Great defense,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
2022ilch,qm,28,2022ilch_qm28,r2,4787,30,Y,0,1,N,0,3,Y,N,x,"[43,42,30]",x,N,x,N,3,Y,,1,2,3,3,4,2,0,2,0,3,0,0,7,0,1,1,0
2022ilch,qm,28,2022ilch_qm28,r2,4787,30,Y,0,1,N,0,3,Y,N,x,"[43,42,30]",x,N,x,N,3,Y,,1,2,3,3,4,2,0,2,0,3,0,0,7,0,1,1,0
2022ilch,qm,28,2022ilch_qm28,b3,4702,32,Y,0,0,N,0,0,N,N,g,,2,N,x,N,1,N,,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,28,2022ilch_qm28,b1,4145,29,Y,0,0,Y,4,3,Y,N,x,"[17,17,19,19,29,17,54,54,54]",x,N,x,N,4,N,,0,0,7,11,7,2,0,0,8,3,0,0,13,0,1,0,0
2022ilch,qm,28,2022ilch_qm28,r1,2022,19,N,0,0,N,2,0,N,Y,g,"[54,43,43,43]",3,N,x,N,4,N,shooter unreliable ,0,0,2,4,2,0,0,0,4,0,10,10,14,3,0,0,0
2022ilch,qm,28,2022ilch_qm28,b2,8802,42,Y,0,0,N,0,0,N,N,x,,2,N,e,N,3,N,,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,28,2022ilch_qm28,r3,112,29,Y,0,0,Y,5,0,Y,N,g,"[15,44,27,34,15]",2,N,x,N,3,N,Decent shooter,0,0,5,10,5,2,0,0,10,0,6,6,18,2,1,0,0
2022ilch,qm,29,2022ilch_qm29,b3,3734,56,Y,0,0,Y,5,0,N,N,g,"[44,32,32,32]",2,N,x,N,1,N,,0,0,5,10,5,2,0,0,10,0,6,6,18,2,0,0,0
2022ilch,qm,29,2022ilch_qm29,r1,1732,19,Y,5,0,Y,17,0,N,N,g,"[66,45,8,34,57,54,67,57,7,68]",3,N,x,N,5,N,missed a few shots but most got in,5,20,17,34,22,2,20,0,34,0,10,10,66,3,0,0,0
2022ilch,qm,29,2022ilch_qm29,r2,5125,29,Y,0,0,N,0,2,N,N,g,[42],1,N,x,N,2,N,Intake broke,0,0,2,2,2,2,0,0,0,2,4,4,8,1,0,0,0
2022ilch,qm,29,2022ilch_qm29,b1,1739,29,Y,0,0,N,0,4,N,Y,g,,2,N,x,N,2,N,,0,0,4,4,4,2,0,0,0,4,6,6,12,2,0,0,0
2022ilch,qm,29,2022ilch_qm29,b2,5847,54,Y,2,0,N,4,0,Y,N,g,,4,N,x,N,3,N,Defended heavily ,2,8,4,8,6,2,8,0,8,0,15,15,33,4,1,0,0
2022ilch,qm,29,2022ilch_qm29,r3,8096,29,Y,0,0,Y,1,0,Y,N,g,[30],1,N,g,N,3,N,Good defense,0,0,1,2,1,2,0,0,2,0,4,4,8,1,1,0,0
2022ilch,qm,30,2022ilch_qm30,b1,7560,41,Y,0,0,N,0,0,N,N,x,,2,N,b,N,2,N,,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,30,2022ilch_qm30,b3,48,19,Y,3,0,Y,10,0,N,N,g,"[8,20,20,45,28,7]",3,N,x,N,4,N,,3,12,10,20,13,2,12,0,20,0,10,10,44,3,0,0,0
2022ilch,qm,30,2022ilch_qm30,r1,1781,43,Y,0,0,Y,3,0,N,N,g,"[57,54,54]",3,N,x,N,5,N,,0,0,3,6,3,2,0,0,6,0,10,10,18,3,0,0,0
2022ilch,qm,30,2022ilch_qm30,r2,2451,42,N,3,0,N,15,0,Y,N,g,"[54,29,8]",x,N,x,N,3,N,,3,12,15,30,18,0,12,0,30,0,0,0,42,0,1,0,0
2022ilch,qm,30,2022ilch_qm30,b2,6381,29,Y,2,0,Y,7,0,N,N,x,,1,N,x,Y,3,N,,2,8,7,14,9,2,8,0,14,0,4,4,28,1,0,0,1
2022ilch,qm,30,2022ilch_qm30,r3,1625,29,Y,0,0,N,7,0,Y,N,g,"[55,57,55,69,7]",4,Y,x,N,4,N,Good shooter. Solid climb,0,0,7,14,7,2,0,0,14,0,15,15,31,4,1,0,0
2022ilch,qm,31,2022ilch_qm31,r2,5934,42,N,0,2,N,0,5,N,Y,x,"[42,18,19]",x,N,x,N,1,Y,,2,4,5,5,7,0,0,4,0,5,0,0,9,0,0,1,0
2022ilch,qm,31,2022ilch_qm31,b1,4645,54,N,0,0,N,0,0,N,N,g,"[24,15]",x,N,x,N,3,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,31,2022ilch_qm31,r1,7460,56,Y,2,0,Y,8,0,N,N,g,"[52,52,44,21,7,45,17]",a,Y,x,N,4,N,climber didnt work,2,8,8,16,10,2,8,0,16,0,0,0,26,0,0,0,0
2022ilch,qm,31,2022ilch_qm31,b2,3488,29,Y,1,0,N,4,0,N,N,g,,x,N,x,N,3,N,,1,4,4,8,5,2,4,0,8,0,0,0,14,0,0,0,0
2022ilch,qm,31,2022ilch_qm31,b3,2220,20,Y,4,0,Y,2,0,Y,N,g,"[7,44]",a,N,x,N,3,N,,4,16,2,4,6,2,16,0,4,0,0,0,22,0,1,0,0
2022ilch,qm,31,2022ilch_qm31,r3,5553,29,Y,0,0,N,0,0,Y,N,g,,2,N,g,N,3,N,Good driver. Switched to defense easily ,0,0,0,0,0,2,0,0,0,0,6,6,8,2,1,0,0
2022ilch,qm,32,2022ilch_qm32,r1,4096,44,Y,0,0,Y,4,1,N,N,g,"[57,45,45,6,34,52]",2,N,x,N,4,N,shooter was inaccurate at tirst,0,0,5,9,5,2,0,0,8,1,6,6,17,2,0,0,0
2022ilch,qm,32,2022ilch_qm32,b2,4292,17,Y,0,0,N,0,1,N,N,g,,2,Y,x,N,3,N,,0,0,1,1,1,2,0,0,0,1,6,6,9,2,0,0,0
2022ilch,qm,32,2022ilch_qm32,r2,2358,42,Y,2,0,N,9,0,N,N,g,"[54,42]",4,N,x,N,3,N,bad luck shooting,2,8,9,18,11,2,8,0,18,0,15,15,43,4,0,0,0
2022ilch,qm,32,2022ilch_qm32,r3,101,29,Y,0,0,N,0,0,N,N,g,,x,N,a,N,4,N,Wandered. Was all over the place,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,32,2022ilch_qm32,b1,2830,55,Y,2,0,Y,9,0,N,Y,x,,1,N,x,N,4,N,,2,8,9,18,11,2,8,0,18,0,4,4,32,1,0,0,0
2022ilch,qm,33,2022ilch_qm33,b3,4702,44,Y,0,0,N,0,0,N,N,x,,x,N,x,N,1,Y,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,33,2022ilch_qm33,r2,5822,29,Y,0,1,N,0,0,Y,N,x,[42],x,N,x,N,2,Y,Died thrice,1,2,0,0,1,2,0,2,0,0,0,0,4,0,1,1,0
2022ilch,qm,33,2022ilch_qm33,r1,8802,56,Y,0,0,N,0,0,N,N,x,,2,N,e,N,5,N,very good defense,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,33,2022ilch_qm33,b1,4241,30,Y,0,0,N,0,0,N,N,x,,2,N,x,N,3,N,Lost control ,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,33,2022ilch_qm33,b2,3061,42,Y,3,0,Y,5,0,N,N,x,,2,N,x,N,3,N,,3,12,5,10,8,2,12,0,10,0,6,6,30,2,0,0,0
2022ilch,qm,33,2022ilch_qm33,r3,2338,54,Y,0,5,Y,12,0,N,N,g,"[57,56,20,16,9,32,28]",4,N,x,N,4,N,Great shooter. Climbed in 20 seconds,5,10,12,24,17,2,0,10,24,0,15,15,51,4,0,0,0
2022ilch,qm,34,2022ilch_qm34,b1,111,54,Y,5,0,Y,9,0,Y,N,b,"[22,22,66,66,66,65]",4,N,x,N,5,N,,5,20,9,18,14,2,20,0,18,0,15,15,55,4,1,0,0
2022ilch,qm,34,2022ilch_qm34,b2,2062,41,Y,1,0,Y,1,0,N,N,g,,2,N,x,N,3,N,,1,4,1,2,2,2,4,0,2,0,6,6,14,2,0,0,0
2022ilch,qm,34,2022ilch_qm34,r1,8868,44,Y,0,0,N,0,0,N,N,x,,x,N,a,N,3,N,kinda wandered around,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,34,2022ilch_qm34,b3,3067,44,Y,0,1,Y,2,0,N,N,g,"[17,55]",2,N,x,N,2,N,,1,2,2,4,3,2,0,2,4,0,6,6,14,2,0,0,0
2022ilch,qm,34,2022ilch_qm34,r2,4145,44,Y,0,0,N,8,0,N,N,b,"[57,51,33,33,39,54]",x,N,a,N,3,N,,0,0,8,16,8,2,0,0,16,0,0,0,18,0,0,0,0
2022ilch,qm,34,2022ilch_qm34,r3,1739,42,Y,0,0,N,0,3,N,N,g,"[42,42]",4,N,x,N,2,N,,0,0,3,3,3,2,0,0,0,3,15,15,20,4,0,0,0
2022ilch,qm,36,2022ilch_qm36,b1,5125,30,N,0,1,N,0,2,N,Y,g,,2,N,x,N,3,N,,1,2,2,2,3,0,0,2,0,2,6,6,10,2,0,0,0
2022ilch,qm,37,2022ilch_qm37,b1,5553,17,Y,1,0,Y,3,0,N,N,g,,3,Y,x,N,2,N,,1,4,3,6,4,2,4,0,6,0,10,10,22,3,0,0,0
2022ilch,qm,35,2022ilch_qm35,b3,2022,32,Y,0,0,N,2,0,N,Y,g,"[31,19,44]",x,N,x,N,3,N,,0,0,2,4,2,2,0,0,4,0,0,0,6,0,0,0,0
2022ilch,qm,35,2022ilch_qm35,b2,8096,29,Y,2,0,Y,0,0,N,N,g,,a,N,e,N,4,N,Amazing defense! ,2,8,0,0,2,2,8,0,0,0,0,0,10,0,0,0,0
2022ilch,qm,36,2022ilch_qm36,b2,7560,41,Y,0,0,N,0,8,N,Y,g,,2,N,x,N,4,N,,0,0,8,8,8,2,0,0,0,8,6,6,16,2,0,0,0
2022ilch,qm,37,2022ilch_qm37,b2,3110,41,N,0,0,N,0,0,N,N,x,,x,N,x,N,1,Y,Dead from start of match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022ilch,qm,38,2022ilch_qm38,b1,2220,55,Y,1,0,N,2,0,N,N,g,,4,N,x,N,3,N,,1,4,2,4,3,2,4,0,4,0,15,15,25,4,0,0,0
2022ilch,qm,39,2022ilch_qm39,b1,7237,30,Y,0,0,N,0,9,N,Y,g,,2,N,x,N,3,N,,0,0,9,9,9,2,0,0,0,9,6,6,17,2,0,0,0
2022ilch,qm,35,2022ilch_qm35,r1,8880,32,Y,1,0,N,0,0,N,N,g,"[46,69]",a,N,a,N,4,N,mid defense ,1,4,0,0,1,2,4,0,0,0,0,0,6,0,0,0,0
2022ilch,qm,36,2022ilch_qm36,r1,4645,32,N,0,0,N,1,0,N,N,g,"[36,36]",x,N,x,N,2,N,"eh shooter, only shoots from one place",0,0,1,2,1,0,0,0,2,0,0,0,2,0,0,0,0
2022ilch,qm,37,2022ilch_qm37,r1,2151,44,Y,1,0,N,0,0,N,N,g,,x,N,b,N,2,N,driving super tippy,1,4,0,0,1,2,4,0,0,0,0,0,6,0,0,0,0
2022ilch,qm,38,2022ilch_qm38,r1,2830,19,Y,2,0,Y,13,0,N,Y,g,"[43,43,44,44,44,44,54,31,43]",2,N,x,N,4,N,pretty accurate shooter,2,8,13,26,15,2,8,0,26,0,6,6,42,2,0,0,0
2022ilch,qm,39,2022ilch_qm39,r1,48,20,Y,3,0,Y,7,0,N,N,x,"[68,67,67,57]",3,Y,x,N,4,N,consistent shooter,3,12,7,14,10,2,12,0,14,0,10,10,38,3,0,0,0
2022ilch,qm,39,2022ilch_qm39,b3,5847,19,Y,1,0,Y,5,0,N,N,g,"[20,16,16,6,7]",3,N,x,N,2,N,,1,4,5,10,6,2,4,0,10,0,10,10,26,3,0,0,0
2022ilch,qm,35,2022ilch_qm35,r2,2451,32,N,4,0,Y,11,0,Y,N,g,"[67,67,56,57,17,52,53,56,56]",a,N,e,N,4,N,,4,16,11,22,15,0,16,0,22,0,0,0,38,0,1,0,0
2022ilch,qm,36,2022ilch_qm36,r2,7460,18,Y,0,0,N,7,1,N,N,g,"[21,20,32,22,57,57,57]",x,N,a,N,3,N,,0,0,8,15,8,2,0,0,14,1,0,0,17,0,0,0,0
2022ilch,qm,37,2022ilch_qm37,r2,8122,18,Y,0,0,Y,4,0,Y,N,g,"[21,33,20,32,7,33,44,68]",2,N,x,N,4,N,,0,0,4,8,4,2,0,0,8,0,6,6,16,2,1,0,0
2022ilch,qm,38,2022ilch_qm38,r2,3734,41,N,0,0,N,0,0,Y,N,g,"[56,67,68,68]",a,N,a,N,2,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022ilch,qm,39,2022ilch_qm39,r2,112,18,Y,2,0,N,5,0,Y,N,g,"[20,20,7]",2,Y,x,N,5,N,Great shooter and climber,2,8,5,10,7,2,8,0,10,0,6,6,26,2,1,0,0
2022ilch,qm,39,2022ilch_qm39,r3,677,29,Y,0,1,N,1,0,Y,N,g,[6],x,N,g,N,3,N,Decent defense. Cool name,1,2,1,2,2,2,0,2,2,0,0,0,6,0,1,0,0
2022ilch,qm,35,2022ilch_qm35,b3,2022,54,Y,5,0,Y,8,0,Y,N,g,"[52,16,39,15]",2,N,x,N,5,N,Excellent ,5,20,8,16,13,2,20,0,16,0,6,6,44,2,1,0,0
2022ilch,qm,36,2022ilch_qm36,r3,6651,30,Y,1,0,N,0,1,N,N,g,"[27,8,7,21,10]",x,N,b,N,1,N,,1,4,1,1,2,2,4,0,0,1,0,0,7,0,0,0,0
2022ilch,qm,37,2022ilch_qm37,r3,5934,29,Y,1,1,Y,1,0,Y,N,g,[56],4,N,x,N,2,N,Great climb. Not so great at shooting,2,6,1,2,3,2,4,2,2,0,15,15,25,4,1,0,0
2022ilch,qm,38,2022ilch_qm38,r3,3695,29,Y,1,0,Y,0,1,Y,N,g,"[7,6,20,21,45]",3,N,x,N,3,N,Made almost no shots,1,4,1,1,2,2,4,0,0,1,10,10,17,3,1,0,0
2022ilch,qm,40,2022ilch_qm40,b1,111,54,Y,5,0,Y,3,6,Y,N,b,"[3,3,27,27,43,43,27,27,30]",3,N,x,N,5,N,,5,20,9,12,14,2,20,0,6,6,10,10,44,3,1,0,0
2022ilch,qm,40,2022ilch_qm40,b3,8802,44,Y,0,0,N,0,0,N,N,x,,x,N,e,N,5,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,40,2022ilch_qm40,r2,4096,19,Y,0,2,N,3,0,Y,N,g,"[17,45,58,33,50,33,55]",2,N,a,N,3,N,Shooter is not as accurate,2,4,3,6,5,2,0,4,6,0,6,6,18,2,1,0,0
2022ilch,qm,40,2022ilch_qm40,r1,8096,44,Y,2,0,Y,0,0,N,N,x,,1,N,e,N,4,N,was pushed around by milwaukee united ,2,8,0,0,2,2,8,0,0,0,4,4,14,1,0,0,0
2022ilch,qm,40,2022ilch_qm40,r3,3488,42,Y,1,0,N,2,0,Y,N,g,"[29,29,30]",2,N,g,N,4,N,Average,1,4,2,4,3,2,4,0,4,0,6,6,16,2,1,0,0
2022ilch,qm,40,2022ilch_qm40,b2,2022,17,N,0,0,N,0,0,N,N,x,,4,N,g,N,3,N,,0,0,0,0,0,0,0,0,0,0,15,15,15,4,0,0,0
2022ilch,qm,39,2022ilch_qm39,b2,2358,17,Y,0,0,Y,5,0,N,Y,g,,3,N,x,N,3,N,,0,0,5,10,5,2,0,0,10,0,10,10,22,3,0,0,0
