eventCode,matchLevel,matchNumber,match_key,robot,teamNumber,autoStartingLocation,taxi,autoUpper,autoLower,autoPickedUpCargo,upper,lower,wasDefended,wallbot,pickupLoc,shootingLocations,climb,climbBeforeEndgame,defenseRating,heldCargo,speedRating,diedOrTipped,comments,autoCargo,autoScore,teleopCargo,teleopScore,totalCargo,taxiScore,autoUpperScore,autoLowerScore,upperScore,lowerScore,climbScore,endgameScore,totalScore,climbLevel,wasDefendedMetric,diedMetric,heldCargoMetric
2022ilch,qm,60,2022ilch_qm60,b3,2451,54,Y,3,0,N,9,0,Y,N,g,"[40,52,53,52,53,53,52,54,70,55]",3,N,x,N,5,N,"Was defended, ALOT",3,12,9,18,12,2,12,0,18,0,10,10,42,3,1,0,0
2022ilch,qm,60,2022ilch_qm60,r2,3061,54,Y,3,0,Y,6,0,Y,N,g,"[15,16,15,15]",4,N,x,N,5,N,Got defended and shut down ,3,12,6,12,9,2,12,0,12,0,15,15,41,4,1,0,0
2022ilch,qm,61,2022ilch_qm61,r1,4787,44,Y,0,1,N,0,1,N,N,x,[44],a,N,a,N,2,N,,1,2,1,1,2,2,0,2,0,1,0,0,5,0,0,0,0
2022ilch,qm,61,2022ilch_qm61,r3,5553,32,Y,0,0,N,2,0,N,N,g,"[46,34,22,22]",3,N,x,N,4,N,baited blue into a penalty ,0,0,2,4,2,2,0,0,4,0,10,10,16,3,0,0,0
2022ilch,qm,61,2022ilch_qm61,b3,5125,18,Y,0,1,N,0,0,N,N,g,,2,N,x,N,2,N,Could not keep up with other robots,1,2,0,0,1,2,0,2,0,0,6,6,10,2,0,0,0
2022ilch,qm,61,2022ilch_qm61,b2,677,54,Y,0,1,N,4,0,Y,N,g,,x,N,x,N,4,N,Hit robot in hangar and gave them 15 points,1,2,4,8,5,2,0,2,8,0,0,0,12,0,1,0,0
2022ilch,qm,61,2022ilch_qm61,r2,3488,54,Y,1,0,Y,5,0,Y,N,g,"[42,30,19]",2,N,a,N,3,N,Ran into walls,1,4,5,10,6,2,4,0,10,0,6,6,22,2,1,0,0
2022ilch,qm,61,2022ilch_qm61,b1,8868,29,Y,0,0,N,0,0,N,N,x,,x,N,a,N,4,N,Lost a pushing battle to an every-bot,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,62,2022ilch_qm62,b1,2358,29,Y,1,0,Y,6,0,N,N,g,,4,Y,x,N,3,N,Hab bot,1,4,6,12,7,2,4,0,12,0,15,15,33,4,0,0,0
2022ilch,qm,62,2022ilch_qm62,b2,1732,42,Y,4,0,Y,12,0,Y,N,g,,3,N,x,N,5,N,WOW,4,16,12,24,16,2,16,0,24,0,10,10,52,3,1,0,0
2022ilch,qm,62,2022ilch_qm62,r3,6381,44,Y,2,0,Y,4,0,N,N,g,"[44,43,31,31]",2,N,x,N,4,N,shooting innaccurate,2,8,4,8,6,2,8,0,8,0,6,6,24,2,0,0,0
2022ilch,qm,62,2022ilch_qm62,r2,111,54,Y,5,0,Y,14,0,N,N,x,"[53,53,7,20,22,35,9,17,28,7]",x,N,a,N,5,Y,Tipped!!,5,20,14,28,19,2,20,0,28,0,0,0,50,0,0,1,0
2022ilch,qm,62,2022ilch_qm62,r1,4702,44,Y,0,1,N,0,0,N,N,g,,2,N,b,N,1,N,,1,2,0,0,1,2,0,2,0,0,6,6,10,2,0,0,0
2022ilch,qm,62,2022ilch_qm62,b3,8029,54,Y,2,0,N,2,0,Y,N,x,[34],2,N,e,N,4,N,Good defense ,2,8,2,4,4,2,8,0,4,0,6,6,20,2,1,0,0
2022ilch,qm,63,2022ilch_qm63,r3,3352,41,Y,0,0,N,0,2,N,Y,g,"[42,42]",2,N,x,N,2,N,,0,0,2,2,2,2,0,0,0,2,6,6,10,2,0,0,0
2022ilch,qm,63,2022ilch_qm63,b1,5847,42,Y,3,0,Y,6,0,Y,N,g,"[67,54,57,57,40,40,53,53]",4,N,x,N,4,N,,3,12,6,12,9,2,12,0,12,0,15,15,41,4,1,0,0
2022ilch,qm,63,2022ilch_qm63,b2,8802,30,Y,0,0,N,0,0,N,N,x,,1,N,e,N,4,N,,0,0,0,0,0,2,0,0,0,0,4,4,6,1,0,0,0
2022ilch,qm,63,2022ilch_qm63,r1,3734,44,Y,1,0,N,3,0,N,N,g,"[52,41,27,40]",a,N,x,N,2,N,Everybot climber,1,4,3,6,4,2,4,0,6,0,0,0,12,0,0,0,0
2022ilch,qm,63,2022ilch_qm63,b3,2062,41,Y,0,0,N,7,0,Y,N,x,"[29,40,7,39,28]",a,N,x,N,3,N,,0,0,7,14,7,2,0,0,14,0,0,0,16,0,1,0,0
2022ilch,qm,63,2022ilch_qm63,r2,8122,53,Y,0,0,Y,2,0,Y,N,g,"[40,5,54,27,27,15]",a,N,a,N,3,N,Got destroyed by Milwaukee united,0,0,2,4,2,2,0,0,4,0,0,0,6,0,1,0,0
2022ilch,qm,64,2022ilch_qm64,r1,8880,44,Y,1,0,N,2,0,N,N,g,"[10,46,46,46]",2,N,x,N,2,N,Not accurate shooter,1,4,2,4,3,2,4,0,4,0,6,6,16,2,0,0,0
2022ilch,qm,64,2022ilch_qm64,r3,3110,32,Y,0,0,N,0,0,N,N,x,,x,N,x,N,2,Y,"died after auto, doesnt get back up",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,64,2022ilch_qm64,b1,2220,17,Y,2,0,Y,8,0,N,N,x,"[17,17,17,17,20,20,19,19]",2,Y,x,N,3,N,,2,8,8,16,10,2,8,0,16,0,6,6,32,2,0,0,0
2022ilch,qm,64,2022ilch_qm64,r2,2830,42,Y,4,0,Y,12,0,Y,N,g,"[42,30,30,31,30,43,42,30,30]",2,N,a,N,4,N,"Good shooter. Decent climb. Fast, not mech",4,16,12,24,16,2,16,0,24,0,6,6,48,2,1,0,0
2022ilch,qm,64,2022ilch_qm64,b3,48,41,Y,3,0,N,9,0,N,N,b,"[39,64,51,51,51,16,51]",a,N,x,N,3,N,Decent shooter,3,12,9,18,12,2,12,0,18,0,0,0,32,0,0,0,0
2022ilch,qm,64,2022ilch_qm64,b3,48,41,Y,3,0,N,9,0,N,N,b,"[39,64,51,51,51,16,51]",a,N,x,N,3,N,Decent shooter,3,12,9,18,12,2,12,0,18,0,0,0,32,0,0,0,0
2022ilch,qm,64,2022ilch_qm64,b2,1739,54,Y,0,1,N,0,5,N,N,g,,x,N,g,N,4,N,,1,2,5,5,6,2,0,2,0,5,0,0,9,0,0,0,0
2022ilch,qm,65,2022ilch_qm65,b1,5822,54,Y,0,1,Y,0,0,N,N,g,,4,Y,b,Y,2,N,,1,2,0,0,1,2,0,2,0,0,15,15,19,4,0,0,1
2022ilch,qm,65,2022ilch_qm65,b3,112,41,Y,2,0,N,15,0,Y,N,x,"[27,27,28,28,5,8,28,57,45,64]",x,N,x,N,4,N,Great shooter ,2,8,15,30,17,2,8,0,30,0,0,0,40,0,1,0,0
2022ilch,qm,65,2022ilch_qm65,r3,8096,56,Y,1,0,Y,0,0,N,N,x,,x,N,e,N,4,Y,"died on the split btwn red + blue, got stuck maybe",1,4,0,0,1,2,4,0,0,0,0,0,6,0,0,1,0
2022ilch,qm,65,2022ilch_qm65,b2,7460,29,Y,0,0,Y,3,0,Y,N,g,,2,N,x,N,3,N,,0,0,3,6,3,2,0,0,6,0,6,6,14,2,1,0,0
2022ilch,qm,65,2022ilch_qm65,r1,4241,31,Y,1,0,N,1,0,N,N,g,"[35,35,46,34]",2,Y,x,N,2,N,Only shoots one ball at a time.,1,4,1,2,2,2,4,0,2,0,6,6,14,2,0,0,0
2022ilch,qm,65,2022ilch_qm65,r2,4292,54,Y,0,0,N,0,2,Y,Y,g,"[43,42,30]",x,N,a,N,2,N,Driver is smart. Switched to defense. Intake broke,0,0,2,2,2,2,0,0,0,2,0,0,4,0,1,0,0
2022ilch,qm,66,2022ilch_qm66,b1,1781,54,Y,0,0,Y,5,0,N,Y,g,,4,N,x,N,3,N,,0,0,5,10,5,2,0,0,10,0,15,15,27,4,0,0,0
2022ilch,qm,66,2022ilch_qm66,b2,2151,41,Y,0,0,N,0,0,N,N,x,,x,N,x,N,1,Y,Died ,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
2022ilch,qm,66,2022ilch_qm66,b3,4145,17,Y,1,0,N,0,0,N,N,g,,4,N,x,N,3,N,,1,4,0,0,1,2,4,0,0,0,15,15,21,4,0,0,0
2022ilch,qm,66,2022ilch_qm66,r3,5125,43,Y,0,1,N,0,0,N,N,g,,1,N,a,N,3,N,"couldnt intake, defense mid",1,2,0,0,1,2,0,2,0,0,4,4,8,1,0,0,0
2022ilch,qm,66,2022ilch_qm66,r2,2451,54,Y,4,0,Y,18,0,Y,N,g,[53],3,N,g,N,4,N,Great at everything!,4,16,18,36,22,2,16,0,36,0,10,10,64,3,1,0,0
2022ilch,qm,66,2022ilch_qm66,r1,4096,44,N,0,0,N,1,0,N,N,g,[65],2,N,b,N,3,N,Intake broken,0,0,1,2,1,0,0,0,2,0,6,6,8,2,0,0,0
2022ilch,qm,67,2022ilch_qm67,r3,677,44,Y,0,1,N,0,0,N,N,g,,x,N,a,Y,3,N,"robot very light, almost tipped bc went over balls",1,2,0,0,1,2,0,2,0,0,0,0,4,0,0,0,1
2022ilch,qm,67,2022ilch_qm67,r2,111,54,Y,3,0,Y,17,0,Y,N,g,"[56,56,53,56,56,17,7,9,8,18,8,34,33]",4,N,x,N,5,N,Super fast climb,3,12,17,34,20,2,12,0,34,0,15,15,63,4,1,0,0
2022ilch,qm,67,2022ilch_qm67,b1,6381,29,Y,2,0,Y,4,0,N,Y,x,,1,N,x,N,3,N,Mech wheels,2,8,4,8,6,2,8,0,8,0,4,4,22,1,0,0,0
2022ilch,qm,67,2022ilch_qm67,r1,2338,55,Y,2,0,Y,15,0,N,N,g,"[56,56,56,56,57,57,58,57,57,57,45,45,44]",4,N,x,N,4,N,Auto shoots 2 blue cargo into hangar,2,8,15,30,17,2,8,0,30,0,15,15,55,4,0,0,0
2022ilch,qm,67,2022ilch_qm67,b3,5934,41,Y,0,0,N,0,0,N,N,x,,a,N,g,N,3,N,Were on the defense,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,67,2022ilch_qm67,b2,1732,42,Y,5,0,Y,11,0,N,N,g,,3,N,x,N,5,N,,5,20,11,22,16,2,20,0,22,0,10,10,54,3,0,0,0
2022ilch,qm,68,2022ilch_qm68,r1,8029,41,Y,0,2,Y,4,1,N,N,g,"[26,26,26,26,26]",2,N,x,N,2,N,,2,4,5,9,7,2,0,4,8,1,6,6,21,2,0,0,0
2022ilch,qm,68,2022ilch_qm68,b2,2022,30,Y,1,0,N,4,0,N,N,g,,3,Y,x,N,4,N,,1,4,4,8,5,2,4,0,8,0,10,10,24,3,0,0,0
2022ilch,qm,68,2022ilch_qm68,b1,3061,54,Y,2,0,Y,10,0,Y,N,b,"[57,57,66,66]",4,N,x,N,5,N,Started getting called for holding 3 balls,2,8,10,20,12,2,8,0,20,0,15,15,45,4,1,0,0
2022ilch,qm,68,2022ilch_qm68,b3,4645,41,Y,0,0,N,0,1,N,N,g,"[26,25]",x,N,x,N,3,N,Problem with the shooter?,0,0,1,1,1,2,0,0,0,1,0,0,3,0,0,0,0
2022ilch,qm,68,2022ilch_qm68,r2,3067,17,Y,0,1,N,0,0,N,N,g,,x,N,x,N,1,N,Died immediately after auto,1,2,0,0,1,2,0,2,0,0,0,0,4,0,0,0,0
2022ilch,qm,68,2022ilch_qm68,r3,8122,20,Y,0,0,Y,1,0,N,N,g,[23],2,N,a,N,4,N,almost tipped once,0,0,1,2,1,2,0,0,2,0,6,6,10,2,0,0,0
2022ilch,qm,69,2022ilch_qm69,b1,4702,29,Y,0,0,N,0,0,N,N,x,,x,N,b,N,2,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,69,2022ilch_qm69,b2,3695,29,Y,2,0,Y,6,0,N,N,g,,3,N,x,N,2,N,,2,8,6,12,8,2,8,0,12,0,10,10,32,3,0,0,0
2022ilch,qm,69,2022ilch_qm69,r2,5847,54,Y,2,0,Y,14,0,Y,N,g,"[40,53,41,69,9,34,68,53,57]",4,N,x,N,3,N,Good shooter. Great climb ,2,8,14,28,16,2,8,0,28,0,15,15,53,4,1,0,0
2022ilch,qm,69,2022ilch_qm69,r3,3488,43,Y,2,0,Y,7,0,N,Y,g,"[43,43,31,42]",2,N,x,N,4,N,kept smashing into things like wall,2,8,7,14,9,2,8,0,14,0,6,6,30,2,0,0,0
2022ilch,qm,69,2022ilch_qm69,r1,8868,43,Y,0,0,N,0,0,N,N,x,,x,N,a,N,3,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,69,2022ilch_qm69,b3,7560,55,Y,0,0,N,0,0,N,N,x,,x,N,x,N,3,N,Seems non functional other than moving,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,70,2022ilch_qm70,b1,5553,29,Y,1,0,N,7,3,Y,N,x,"[53,53,66,29,29,53,53,7,7,17]",x,N,x,N,3,N,,1,4,10,17,11,2,4,0,14,3,0,0,23,0,1,0,0
2022ilch,qm,70,2022ilch_qm70,b2,3734,54,Y,0,0,Y,4,2,Y,N,g,,x,N,x,N,2,N,,0,0,6,10,6,2,0,0,8,2,0,0,12,0,1,0,0
2022ilch,qm,70,2022ilch_qm70,r1,4787,42,Y,0,1,N,0,6,N,N,g,"[30,41]",2,N,x,N,2,N,scoring mechanism broke,1,2,6,6,7,2,0,2,0,6,6,6,16,2,0,0,0
2022ilch,qm,70,2022ilch_qm70,r3,101,19,Y,0,0,N,0,0,N,N,g,[17],x,N,b,N,2,N,Couldnt shoot and failed to defend,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,70,2022ilch_qm70,r2,8802,29,Y,0,0,N,0,0,Y,N,x,,2,N,g,N,3,N,Good defense. But ran into literally everything,0,0,0,0,0,2,0,0,0,0,6,6,8,2,1,0,0
2022ilch,qm,70,2022ilch_qm70,b3,2358,17,Y,1,0,N,4,0,N,N,g,"[29,41]",4,N,x,N,4,N,,1,4,4,8,5,2,4,0,8,0,15,15,29,4,0,0,0
,,,_,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2022ilch,qm,71,2022ilch_qm71,r2,8096,29,Y,1,0,Y,0,0,Y,N,g,,2,N,e,N,4,N,Great defense ,1,4,0,0,1,2,4,0,0,0,6,6,12,2,1,0,0
2022ilch,qm,71,2022ilch_qm71,r1,6651,54,N,0,0,N,0,0,N,N,x,,x,N,a,N,2,N,climber malfunction ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,71,2022ilch_qm71,r3,7237,42,N,0,0,N,0,0,N,N,x,,2,N,b,N,3,N,Keep running into own team,0,0,0,0,0,0,0,0,0,0,6,6,6,2,0,0,0
2022ilch,qm,71,2022ilch_qm71,b3,7460,17,Y,2,0,N,4,0,N,N,g,"[28,53,28,7]",3,Y,x,N,4,N,"Accurate shooter, but balls bounced out",2,8,4,8,6,2,8,0,8,0,10,10,28,3,0,0,0
2022ilch,qm,72,2022ilch_qm72,b1,2451,54,Y,4,0,Y,11,0,Y,N,b,,3,N,x,N,5,N,,4,16,11,22,15,2,16,0,22,0,10,10,50,3,1,0,0
2022ilch,qm,72,2022ilch_qm72,b2,6381,17,Y,2,0,Y,5,1,N,N,g,,2,N,a,N,3,N,Intake was meh,2,8,6,11,8,2,8,0,10,1,6,6,27,2,0,0,0
2022ilch,qm,72,2022ilch_qm72,r1,3110,29,N,0,0,N,0,0,N,N,x,,x,N,x,N,3,Y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022ilch,qm,72,2022ilch_qm72,r3,5934,29,Y,0,2,Y,0,2,N,Y,g,"[42,42]",3,N,a,N,3,N,,2,4,2,2,4,2,0,4,0,2,10,10,18,3,0,0,0
2022ilch,qm,72,2022ilch_qm72,r2,3352,42,Y,0,1,N,0,2,Y,N,g,"[43,42]",2,N,a,N,2,N,,1,2,2,2,3,2,0,2,0,2,6,6,12,2,1,0,0
2022ilch,qm,72,2022ilch_qm72,b3,4292,41,Y,0,0,N,0,0,N,N,g,,3,N,a,N,3,N,,0,0,0,0,0,2,0,0,0,0,10,10,12,3,0,0,0
2022ilch,qm,79,2022ilch_qm79,b1,8122,42,N,0,0,N,2,0,N,N,g,"[33,66,56,57,44,55]",a,N,x,N,3,N,,0,0,2,4,2,0,0,0,4,0,0,0,4,0,0,0,0
2022ilch,qm,73,2022ilch_qm73,r3,2151,32,Y,0,0,N,0,0,N,N,x,,x,N,b,N,2,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,74,2022ilch_qm74,r3,1739,31,Y,0,1,N,0,1,N,N,x,"[19,31,19,19]",x,N,x,N,1,N,Everybot intake and climber,1,2,1,1,2,2,0,2,0,1,0,0,5,0,0,0,0
2022ilch,qm,75,2022ilch_qm75,r2,3695,56,Y,1,0,Y,7,0,N,N,x,"[66,66,7,7,66,66,7,7]",2,N,x,N,2,N,Not fast enough,1,4,7,14,8,2,4,0,14,0,6,6,26,2,0,0,0
2022ilch,qm,76,2022ilch_qm76,r3,3488,43,Y,1,0,Y,4,0,Y,N,g,"[42,54,42,42]",2,N,x,N,3,N,,1,4,4,8,5,2,4,0,8,0,6,6,20,2,1,0,0
2022ilch,qm,77,2022ilch_qm77,r3,7560,43,Y,0,0,N,0,0,N,N,x,,2,N,x,N,2,Y,Problem with their USB cord. Fixed it,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,1,0
2022ilch,qm,78,2022ilch_qm78,r3,3061,19,Y,2,0,Y,6,0,N,N,g,"[28,51,39,27,7,7,7,45,45,45,44,16]",4,Y,x,N,4,N,1st ball in shooter gets spat out,2,8,6,12,8,2,8,0,12,0,15,15,37,4,0,0,0
2022ilch,qm,79,2022ilch_qm79,r3,7460,44,Y,0,0,N,6,0,N,N,g,"[34,65,65,65,21,52,56]",2,Y,x,N,4,N,,0,0,6,12,6,2,0,0,12,0,6,6,20,2,0,0,0
2022ilch,qm,79,2022ilch_qm79,b3,4096,17,Y,2,0,N,8,0,N,N,x,"[44,56,58,57,53,22,22,8,40,28]",x,N,a,N,3,N,,2,8,8,16,10,2,8,0,16,0,0,0,26,0,0,0,0
2022ilch,qm,73,2022ilch_qm73,b3,4645,41,Y,0,0,N,0,0,N,N,g,"[38,38]",x,N,x,N,3,N,Intake is not consistent ,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,74,2022ilch_qm74,b3,2022,29,Y,2,0,N,0,0,N,N,g,,x,N,a,Y,3,N,,2,8,0,0,2,2,8,0,0,0,0,0,10,0,0,0,1
2022ilch,qm,75,2022ilch_qm75,b3,4787,41,Y,0,0,N,0,0,N,N,x,,2,N,x,N,2,N,Very prone to tipping,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,0
2022ilch,qm,76,2022ilch_qm76,b3,3734,18,Y,1,0,N,5,0,N,N,x,"[54,44,31,29]",2,N,x,N,3,N,,1,4,5,10,6,2,4,0,10,0,6,6,22,2,0,0,0
2022ilch,qm,77,2022ilch_qm77,b3,7237,54,Y,0,0,N,2,0,N,N,g,"[30,30,30]",2,N,x,N,3,N,Only shoots into lower hub,0,0,2,4,2,2,0,0,4,0,6,6,12,2,0,0,0
2022ilch,qm,78,2022ilch_qm78,b3,5553,41,Y,2,0,N,0,0,N,N,x,"[65,64]",a,Y,x,N,3,N,,2,8,0,0,2,2,8,0,0,0,0,0,10,0,0,0,0
2022ilch,qm,71,2022ilch_qm71,r2,8096,29,Y,1,0,Y,0,0,Y,N,g,,2,N,e,N,4,N,Great defense ,1,4,0,0,1,2,4,0,0,0,6,6,12,2,1,0,0
2022ilch,qm,73,2022ilch_qm73,r2,2830,53,Y,4,0,Y,8,0,Y,N,g,"[42,30,42,30,29,19]",2,N,x,N,4,N,Good shooter,4,16,8,16,12,2,16,0,16,0,6,6,40,2,1,0,0
2022ilch,qm,74,2022ilch_qm74,r2,2062,54,Y,1,1,Y,0,0,N,N,g,,2,N,e,N,3,N,Great defense on gear it forward,2,6,0,0,2,2,4,2,0,0,6,6,14,2,0,0,0
2022ilch,qm,75,2022ilch_qm75,r2,3695,17,Y,1,0,Y,6,0,N,N,g,"[6,19,8,21,20,53]",2,N,x,N,3,N,Decent shooter. Not very fast,1,4,6,12,7,2,4,0,12,0,6,6,24,2,0,0,0
2022ilch,qm,76,2022ilch_qm76,r2,48,42,Y,3,0,Y,8,0,Y,N,g,"[40,67,21,9]",4,N,g,N,4,N,Good shooter and auto. Traversal climb takes 30s,3,12,8,16,11,2,12,0,16,0,15,15,45,4,1,0,0
2022ilch,qm,77,2022ilch_qm77,r2,1732,54,Y,4,0,Y,15,0,Y,N,g,"[53,55,20,28,40,16,8,27,65]",2,N,a,N,5,N,,4,16,15,30,19,2,16,0,30,0,6,6,54,2,1,0,0
2022ilch,qm,78,2022ilch_qm78,r1,3067,29,Y,1,0,Y,0,3,Y,N,g,"[31,30]",2,N,a,N,2,N,Meh,1,4,3,3,4,2,4,0,0,3,6,6,15,2,1,0,0
2022ilch,qm,79,2022ilch_qm79,r2,2451,54,Y,3,0,Y,15,0,Y,N,g,"[36,21,17,11]",x,N,g,N,4,N,,3,12,15,30,18,2,12,0,30,0,0,0,44,0,1,0,0
2022ilch,qm,78,2022ilch_qm78,b1,1625,17,Y,1,0,Y,2,0,N,N,x,,x,N,x,N,3,Y,,1,4,2,4,3,2,4,0,4,0,0,0,10,0,0,1,0
2022ilch,qm,77,2022ilch_qm77,b1,8880,29,Y,1,0,N,2,0,N,N,g,"[27,27]",2,N,x,N,3,N,,1,4,2,4,3,2,4,0,4,0,6,6,16,2,0,0,0
2022ilch,qm,76,2022ilch_qm76,b1,6651,54,N,1,0,N,4,1,N,N,x,,a,N,x,N,3,N,Mech wheels + every-climb,1,4,5,9,6,0,4,0,8,1,0,0,13,0,0,0,0
2022ilch,qm,75,2022ilch_qm75,b1,2358,17,Y,0,0,N,8,0,N,N,x,,4,N,x,N,4,N,,0,0,8,16,8,2,0,0,16,0,15,15,33,4,0,0,0
2022ilch,qm,74,2022ilch_qm74,b1,2338,42,Y,2,0,Y,6,0,Y,N,b,"[27,15,27,15,15]",4,Y,x,N,4,N,2062 was able to shut them down,2,8,6,12,8,2,8,0,12,0,15,15,37,4,1,0,0
2022ilch,qm,73,2022ilch_qm73,b1,5822,54,Y,0,1,Y,0,1,N,Y,g,,4,Y,a,Y,3,N,,1,2,1,1,2,2,0,2,0,1,15,15,20,4,0,0,1
2022ilch,qm,79,2022ilch_qm79,b2,1739,41,Y,0,1,N,0,0,N,N,g,,x,N,a,N,2,N,Kinda just drove around,1,2,0,0,1,2,0,2,0,0,0,0,4,0,0,0,0
2022ilch,qm,78,2022ilch_qm78,b2,111,54,Y,5,0,Y,15,0,N,N,g,,3,N,x,N,3,N,Knocked a team off of traversal ,5,20,15,30,20,2,20,0,30,0,10,10,62,3,0,0,0
2022ilch,qm,77,2022ilch_qm77,b2,101,54,Y,0,0,N,0,0,N,N,x,,x,N,e,N,3,N,"Robot got beat up and had trouble, defened hilltop",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,76,2022ilch_qm76,b2,8868,41,Y,0,0,N,0,0,N,N,x,,x,N,g,N,3,N,,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
2022ilch,qm,74,2022ilch_qm74,b2,8029,41,Y,1,0,N,0,0,N,N,x,,2,Y,x,N,3,N,Climbed immediately ,1,4,0,0,1,2,4,0,0,0,6,6,12,2,0,0,0
2022ilch,qm,73,2022ilch_qm73,b2,677,30,Y,0,0,Y,1,0,N,N,g,,x,N,x,N,2,N,,0,0,1,2,1,2,0,0,2,0,0,0,4,0,0,0,0
2022ilch,qm,74,2022ilch_qm74,r1,5125,43,Y,0,2,Y,0,2,N,N,g,"[43,43]",2,N,a,N,3,N,kinda mid,2,4,2,2,4,2,0,4,0,2,6,6,14,2,0,0,0
2022ilch,qm,75,2022ilch_qm75,r1,4241,32,Y,0,0,N,0,0,N,N,g,[46],4,Y,a,N,2,N,almost tipped once,0,0,0,0,0,2,0,0,0,0,15,15,17,4,0,0,0
2022ilch,qm,76,2022ilch_qm76,r1,8802,56,N,0,0,N,0,0,N,N,x,,x,N,e,N,5,N,very aggressive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022ilch,qm,77,2022ilch_qm77,r1,4145,32,Y,0,0,N,1,0,N,N,g,"[46,57]",4,Y,g,N,5,N,intake kinda stopped working,0,0,1,2,1,2,0,0,2,0,15,15,19,4,0,0,0
2022ilch,qm,78,2022ilch_qm78,r1,3067,44,Y,0,0,N,0,2,N,Y,g,[43],2,N,x,N,2,N,so mid,0,0,2,2,2,2,0,0,0,2,6,6,10,2,0,0,0
2022ilch,qm,79,2022ilch_qm79,r1,2220,44,Y,0,0,N,4,0,N,N,g,"[19,19]",4,Y,x,N,4,N,,0,0,4,8,4,2,0,0,8,0,15,15,25,4,0,0,0
2022ilch,qm,75,2022ilch_qm75,b2,4702,32,Y,0,0,N,0,0,N,N,x,[32],2,N,b,Y,1,N,,0,0,0,0,0,2,0,0,0,0,6,6,8,2,0,0,1
2022ilch,qm,73,2022ilch_qm73,r1,112,29,Y,1,0,N,7,0,Y,N,x,"[18,29]",3,N,x,N,3,N,,1,4,7,14,8,2,4,0,14,0,10,10,30,3,1,0,0